转	see 轉文|转文[zhuai3 wen2]; to turn; to change direction; to transfer; to forward; to share; to revolve; to turn; to circle about; to walk about; classifier for revolutions: revs, rpm; classifier for repeated actions; to stroll
损	to decrease; to lose; to damage; to harm; to ridicule; to deride; caustic; sarcastic; nasty; mean; one of the 64 hexagrams of the Book of Changes: ䷨
脉	arteries and veins; vein; see 脈脈|脉脉[mo4 mo4]; affectionate; loving
悄	used in 悄悄[qiao1 qiao1]; quiet; sad; quiet; making little or no noise; surreptitious; stealthy; anxious; worried; Taiwan pr. [qiao3 qiao3]
酸	sour; tart; sick at heart; grieved; sore; aching; pedantic; impractical; to make sarcastic remarks about sb; an acid
置	to install; to place; to put; to buy
肿	to swell; swelling; swollen
栋	classifier for houses or buildings; ridgepole
念	to read; to study; to attend; to read aloud; to givea tongue-lashing; to miss; idea; remembrance; twenty
号	roar; cry; ordinal number; day of a month; mark; sign; business establishment; size; ship suffix; horn; bugle call; assumed name; to take a pulse; classifier used to indicate number of people
眨	to blink; to wink
瘦	thin; to lose weight; tight; lean; unproductive
恒	surname Heng; permanent; constant; fixed; usual; ordinary; rule; one of the 64 hexagrams of the Book of Changes
筋	muscle; tendon; veins visible under the skin; sth resembling tendons or veins
勉	to exhort; to make an effort
服	clothes; dress; garment; to serve; to obey; to be convinced; to convince; to admire; to acclimatize; to take; mourning clothes; to wear mourning clothes; classifier for medicine: dose; Taiwan pr. [fu2]; clothes
障	to block; to hinder; to obstruct
彩	color; variety; applause; applaud; lottery prize
俩	two; both; some; used in 伎倆|伎俩[ji4 liang3]
让	to yield; to permit; to let sb do sth; to have sb do sth; to make sb; by
康	surname Kang; healthy; peaceful; abundant
陌	raised path; street; Momo, GPS-based app for messaging, and potentially meeting up with, other Momo usersin one's vicinity, launched in 2011
劣	inferior
术	method; technique; various genera of flowers of Asteracea family, including Atractylis lancea
悬	to hang or suspend; to worry; public announcement; unresolved; baseless; without foundation
酱	thick paste of fermented soybean; marinated in soy paste; paste; jam
私	personal; private; selfish
胀	to swell; dropsical; swollen; bloated
迸	to burst forth; to spurt; to crack; split
统	to gather; to unite; to unify; whole; totally
暑	heat; hot weather; summer heat
季	surname Ji; season; the last month of a season; fourth or youngest amongst brothers; classifier for seasonal crop yields
问	to ask; to inquire
误	mistake; error; to miss; to harm; to delay; to neglect; mistakenly
利	surname Li; sharp; favorable; advantage; benefit; profit; interest; to do good to; to benefit
倔	used in 倔強|倔强[jue2 jiang4]; gruff; surly
仗	weaponry; to hold; to wield; to rely on; to depend on; war; battle
宗	surname Zong; school; sect; purpose; model; ancestor; clan; to take as one's model; classifier for batches, items, cases, reservoirs
挨	in order; in sequence; close to; adjacent to; to suffer; to endure; to pull through; to delay; to stall; to play for time; to dawdle
品	article; commodity; product; goods; grade; rank; kind; type; variety; character; disposition; nature; temperament; to taste sth; to sample; to criticize; to comment; to judge; to size up; fret
堪	may; can; to endure; to bear; heaven
隧	tunnel; underground passage
角	surname Jue; angle; corner; horn; horn-shaped; unit of money equal to 0.1 yuan, or 10 cents; role; to compete; ancient three legged wine vessel; third note of pentatonic scale
降	to drop; to fall; to come down; to descend; to surrender; to capitulate; to subdue; to tame
岛	island
兑	surname Dui; to cash; to exchange; to add; to blend; one of the Eight Trigrams 八卦[ba1 gua4], symbolizing swamp; ☱
根	root; basis; classifier for long slender objects, e.g. cigarettes, guitar strings; radical
迄	as yet; until
档	shelves; pigeonholes; files; crosspiece; grade; vendor's open-air stall; timeslot for a show or program; classifier for shows; classifier for events, affairs etc; Taiwan pr. [dang3]
燕	Yan, a vassal state of Zhou in modern Hebei and Liaoning; north Hebei; the four Yan kingdoms of the Sixteen Kingdoms, namely: Former Yan 前燕[Qian2 Yan1], Later Yan 後燕|后燕[Hou4 Yan1], Southern Yan 南燕[Nan2 Yan1], Northern Yan 北燕[Bei3 Yan1]; surname Yan; swallow; variant of 燕[yan4]
靠	to lean against or on; to stand by the side of; to come near to; to depend on; to trust; to fuck; traditional military costume drama where the performers wear armor
抬	to lift; to raise; to carry
睹	to observe; to see
芽	bud; sprout
慰	to comfort; to console; to reassure
阻	to hinder; to block; to obstruct
负	to bear; to carry; to turn one's back on; to be defeated; negative
麦	surname Mai; wheat; barley; oats
蔑	to belittle; nothing; defiled with blood
梢	tip of branch
奉	to offer; to present respectfully; to esteem; to revere; to believe in; to wait upon; to accept orders
邀	to invite; to request; to intercept; to solicit; to seek
女	female; woman; daughter
路	surname Lu; road; journey; route; line; sort; kind
炭	wood charcoal; coal
爪	foot of a bird or animal; paw; claws; talons; foot of an animal or bird; foot supporting a cooking pot etc
现	to appear; present; now; existing; current
索	surname Suo; abbr. for 索馬里|索马里[Suo3 ma3 li3], Somalia; to search; to demand; to ask; to exact; large rope; isolated; trembling
钦	surname Qin; to respect; to admire; to venerate; by the emperor himself
授	to confer; to give; to teach; to instruct; to appoint
峻	high; harsh or severe
姨	mother's sister; aunt
被	quilt; to cover; to suffer; used to indicate passive voice; used to indicate that the following word should be regarded as being in air quotes
升	to ascend; to rise to the rank of; to promote; to hoist; liter; measure for dry grain equal to one-tenth dou 斗[dou3]; variant of 升[sheng1]
乙	second of the ten Heavenly Stems 十天干[shi2 tian1 gan1]; second in order; letter "B" or Roman "II" in list "A, B, C", or "I, II, III" etc; second party; ethyl; bent; winding; radical in Chinese characters; ancient Chinese compass point: 105°; turning stroke, aka 折[zhe2]
林	surname Lin; Japanese surname Hayashi; woods; forest; circle; a collection
喷	to spout; to spurt; to spray; to puff; to criticize scathingly; strong; peak season; 
涕	tears; nasal mucus
篮	basket; basket
病	illness; disease; to fall ill; defect
廓	extensive; vast; outline; general shape; to expand; to extend
灌	to irrigate; to pour; to install; to record
烛	candle; to illuminate
任	surname Ren; Ren County 任縣|任县[Ren2 Xian4] in Hebei; to assign; to appoint; to take up a post; office; responsibility; to let; to allow; to give free rein to; no matter; classifier for terms served in office, or for spouses, girlfriends etc
源	root; source; origin
异	different; other; hetero-; unusual; strange; surprising; to distinguish; to separate; to discriminate
濒	to approach; to border on; near
锤	hammer; to hammer into shape; weight; to strike with a hammer
依	to depend on; to comply with or listen to sb; according to; in the light of; reluctant to part; soft and pliable, swaying in the wind
蜘	see 蜘蛛[zhi1 zhu1]
尖	pointed; tapering; sharp; shrill; piercing; sharp; acute; keen; to makeshrill; sharp point; tip; the best of sth; the cream of the crop; sharp; pointed
惑	to confuse; to be puzzled
篇	sheet; piece of writing; bound set of bamboo slips used for record keeping; classifier for written items: chapter, article
嫂	older brother's wife; sister-in-law; older brother's wife; sister-in-law; sister
乳	breast; milk
诽	slander
葩	corolla of flower
壕	moat; trench
正	first month of the lunar year; straight; upright; proper; main; principal; to correct; to rectify; exactly; just; right; positive; neat; orderly; just in time
申	old name for Shanghai 上海[Shang4 hai3]; surname Shen; to extend; to state; to explain; 9th earthly branch: 3-5 p.m., 7th solar month, year of the Monkey; ancient Chinese compass point: 240°; cozy and comfortable; to repeat endlessly
遏	to restrain; to check; to hold back
躁	impatient; hot-tempered
伏	surname Fu; to lean over; to fall; to hide; to conceal oneself; to lie low; hottest days of summer; to submit; to concede defeat; to overcome; to subdue; volt
陡	steep; precipitous; abrubtly; suddenly; unexpectedly
恨	to hate; to regret
膀	upper arm; wing; used in 吊膀子[diao4 bang4 zi5]; puffed; bladder
橙	orange tree; orange
拼	to piece together; to join together; to stake all; adventurous; at the risk of one's life; to spell
苟	surname Gou; if indeed; careless; negligent; temporarily
筑	short name for Guiyang 貴陽|贵阳[Gui4 yang2]; five-string lute; Taiwan pr. [zhu2]; to build; to construct; to ram; to hit; Taiwan pr. [zhu2]
菌	germ; bacteria; fungus; mold; Taiwan pr. [jun4]; mushroom
户	a household; door; family
径	footpath; track; diameter; straight; directly
备	to prepare; to equip; fully; in every possible way
盈	full; filled; surplus
争	to strive for; to vie for; to argue or debate; deficient or lacking; how or what
映	to reflect; to shine; to project
银	silver; silver-colored; relating to money or currency
避	to avoid; to shun; to flee; to escape; to keep away from; to leave; to hide from
躬	body; to bow; oneself; personally
唾	saliva; to spit
对	right; correct; towards; at; for; concerning; regarding; to treat; to face; opposite; facing; matching; to match together; to adjust; to fit; to suit; to answer; to reply; to add; to pour in; to check; to compare; classifier: couple; pair
魅	demon; magic; to charm
站	station; to stand; to halt; to stop; branch of a company or organization; website
智	wise; wisdom
你	you; you
端	end; extremity; item; port; to hold sth level with both hands; to carry; regular; start; origin
近	near; close to; approximately
讥	to ridicule
俄	Russia; Russian; abbr. for 俄羅斯|俄罗斯[E2 luo2 si1]; Taiwan pr. [E4]; suddenly; very soon
哦	to chant; oh; oh; sentence-final particle that conveys informality, warmth, friendliness or intimacy; may also indicate that one is stating a fact that the other person is not aware of
乱	in confusion or disorder; in a confused state of mind; disorder; upheaval; riot; illicit sexual relations; to throw into disorder; to mix up; indiscriminate; random; arbitrary
勇	brave
饥	hungry
张	surname Zhang; to open up; to spread; sheet of paper; classifier for flat objects, sheet; classifier for votes
般	sort; kind; class; way; manner; see 般樂|般乐[pan2 le4]
牌	mahjong tile; playing card; game pieces; signboard; plate; tablet; medal
兵	soldiers; a force; an army; weapons; arms; military; warlike
视	variant of 示[shi4]; to look at
拆	to tear open; to tear down; to tear apart; to open
刷	to brush; to paint; to daub; to paste up; to skip class; to fire from a job; to select
坑	pit; depression; hollow; tunnel; hole in the ground; to bury alive; to hoodwink; to cheat
抖	to tremble; to shake out; to reveal; to make it in the world
级	level; grade; rank; step; classifier: step, level
努	to exert; to strive
甩	to throw; to fling; to swing; to leave behind; to throw off; to dump
高	surname Gao; high; tall; above average; loud; your
枕	pillow; to pillow; to rest one's head on
声	sound; voice; tone; noise; reputation; classifier for sounds
强	surname Qiang; stubborn; unyielding; strong; powerful; better; slightly more than; vigorous; violent; best in their category, e.g. see 百強|百强[bai3 qiang2]; to force; to compel; to strive; to make an effort; variant of 強|强[qiang2]
吟	to chant; to recite; to moan; to groan; cry; song
